x,y
9.159599978781716167e-01,1.992937278043362959e+00
-9.684355592936642054e-01,-1.874738551091760463e+00
-3.748110845008081338e-01,1.098944819337117906e-01
-9.021746260479222013e-01,-1.618268307980552656e+00
7.495417849066623450e-01,1.937270682492259422e+00
3.875157989656003998e-01,1.624863103483253246e+00
6.531170479422980790e-01,1.879672217571734194e+00
8.366962974170049083e-01,1.973331900722684829e+00
-6.937630904044054247e-01,-8.688334064162820392e-01
-5.994275849020413993e-02,8.765213487241767520e-01
9.253727074104189931e-02,1.176511395005882976e+00
3.250581661336582329e-02,1.063955005113029983e+00
4.408351154741994016e-01,1.687334631913248062e+00
6.450502980136392228e-01,1.874010709059793722e+00
-5.294669211442548651e-01,-3.392690628744863268e-01
-7.889199819012360226e-01,-1.200234701645518598e+00
2.277600836581776811e-01,1.403645511608375251e+00
-5.126873919396668366e-01,-2.882231457332312119e-01
6.538929229412964172e-01,1.880209891209880579e+00
-6.894156986883825944e-02,8.573639202063435549e-01
3.820597572968529310e-01,1.618149856447975710e+00
-2.903939714143812800e-01,3.348833985374209399e-01
-7.930673389016180685e-01,-1.215090481835729985e+00
-4.022412028095143643e-01,3.371960914332641779e-02
-6.735822470615902002e-01,-8.008775376797214740e-01
-5.343517107665041177e-01,-3.542351723320978918e-01
8.883482544900478395e-02,1.169778024685454332e+00
-2.901775665198400578e-01,3.354418468489436811e-01
4.892945039915743699e-01,1.739179896346787935e+00
2.963176407941283674e-01,1.504831137342458547e+00
5.400752610869610226e-01,1.788469234535772889e+00
5.806635128240069665e-01,1.824156910522898301e+00
5.317267808199610535e-02,1.103518022469580639e+00
-4.874147397034460649e-01,-2.124026078870702161e-01
9.907297612171930279e-01,1.999914062672909720e+00
-7.867532602363347394e-01,-1.192487212965171350e+00
-1.701174316771760786e-01,6.308251960852091500e-01
-6.907597337017381545e-01,-8.586684771071725342e-01
1.415903295529052919e-02,1.028117587696351976e+00
6.137532276780643947e-01,1.850813430870886789e+00
-5.047487446069931494e-02,8.965025381267780480e-01
-1.317163995596573045e-01,7.192179909677260952e-01
-3.365930325587205285e-01,2.135190653154830365e-01
-8.465032321690828532e-01,-1.409574186410869956e+00
4.484508698986184871e-01,1.695793557084409375e+00
5.027074229043870801e-01,1.752700092765604012e+00
2.300788204212818044e-01,1.407221377236115067e+00
8.043588217996204826e-01,1.961724529392367300e+00
-7.337278791289081337e-01,-1.005812358868821921e+00
-5.986814841614773730e-01,-5.557824878007440184e-01
6.964653710656953933e-01,1.907866729037714038e+00
3.222339862895069462e-01,1.540633230658987829e+00
3.287306535223466497e-02,1.064665492278817016e+00
5.451610406499187711e-01,1.793121521057335244e+00
5.528461826381032562e-01,1.800053463618683569e+00
1.097279916203970362e-01,1.207415751095748169e+00
3.790632068158659163e-01,1.614437498870203935e+00
-5.017253156789369672e-01,-2.551789237510028729e-01
4.067297055514598192e-01,1.648030357724942441e+00
-2.010791842753192338e-01,5.574087931005337060e-01
2.358177987389327157e-01,1.416025563275789656e+00
2.015722439506442143e-01,1.362513118369990339e+00
2.214866961257488942e-01,1.393917035690797945e+00
4.061866549228783096e-01,1.647385711208319226e+00
-8.462221929679096810e-01,-1.408536385807237501e+00
-5.762842430280321615e-01,-4.846720148184563426e-01
-4.030976496124289987e-01,3.131698565207741147e-02
9.321410737936919322e-01,1.995395166134126708e+00
3.152312881814882672e-01,1.531091811314416073e+00
-6.518379543303198798e-01,-7.285686273661760026e-01
3.635171102444922919e-01,1.594889531048478304e+00
6.821258028351933067e-01,1.898955994776829526e+00
8.001146703959787221e-01,1.960045855009091786e+00
-5.840602365709748334e-01,-5.092468330852927272e-01
8.951092077365963018e-01,1.988997921698355542e+00
-5.364774957049753823e-01,-3.607630948078326405e-01
-6.924506128037857255e-01,-8.643890767799098374e-01
2.615324465792689956e-01,1.454665672544799726e+00
-9.268612146806032293e-01,-1.712794140640409690e+00
5.917718007149710413e-01,1.833349737308502814e+00
-7.143919994672451868e-01,-9.391399278372988269e-01
-8.270179560584376421e-01,-1.337994611759951269e+00
6.379569736040913153e-01,1.868924847038091475e+00
9.265396892882453717e-01,1.994603582750132498e+00
5.220399940919069337e-01,1.771554232752335700e+00
6.389135509981374028e-01,1.869616576347225223e+00
8.737720663589707559e-01,1.984066508768715931e+00
-1.723185448834450018e-01,6.256692293223621304e-01
-3.622044341822991953e-01,1.443990794940820943e-01
4.145658079252125816e-01,1.657266806749740917e+00
2.557208719370862582e-01,1.446048579529908729e+00
3.700411002429873086e-01,1.603151784616934084e+00
4.262595790515455452e-01,1.670821929369890269e+00
4.300112697157507657e-01,1.675112847348949385e+00
-5.559907537049031401e-01,-4.211072256151525695e-01
-8.335920708000434942e-01,-1.362059882100791874e+00
8.003331195249874241e-04,1.001600025705947861e+00
8.802052050374762349e-01,1.985649207099887015e+00
4.689405177512036005e-01,1.717975826313640209e+00
-6.710512598048643529e-01,-7.924123128954242423e-01
-8.669864491796428485e-01,-1.485638401420411148e+00
1.661192939933247015e-01,1.304642968149808846e+00
1.665788592283601321e-01,1.305409202114898415e+00
3.487293525572117137e-01,1.575846543779451325e+00
-5.153068526069011224e-01,-2.961548575574327602e-01
-1.017538017238732717e-01,7.861385603869921468e-01
3.980652517216645148e-01,1.637674558815096937e+00
-6.827933459186070753e-01,-8.317934450679407288e-01
-6.254280079058602837e-01,-6.420162088848133664e-01
-1.223479585237770007e-01,7.403350599975101476e-01
-4.990176408253417240e-01,-2.470538875055731942e-01
8.389936408059457396e-01,1.974076952299075316e+00
-6.201990000128303482e-01,-6.250447996425754216e-01
-2.005803859860575411e-01,5.586067367855690469e-01
6.349404378670462368e-01,1.866731516095295973e+00
-9.231914796663689415e-01,-1.698665467461317746e+00
3.362332120571671634e-01,1.559413651224054398e+00
-9.719149384340717290e-01,-1.888448524419448882e+00
8.563332510649444007e-01,1.979359865250431838e+00
-7.716040140879603104e-01,-1.138580782732574015e+00
-6.962515114565759333e-01,-8.772691901187184005e-01
2.172500498178737693e-01,1.387302515489878818e+00
6.945125569082544192e-01,1.906677422113267628e+00
-1.272557497335975452e-01,7.292944746925449362e-01
-6.922775992657359545e-02,8.567519974024014884e-01
6.726351465976450061e-01,1.892832252756854627e+00
1.929231132499675816e-02,1.038212429373732926e+00
-7.866521809210880178e-02,8.364813472783033665e-01
-4.127266374757574408e-01,4.203447766439799560e-03
-2.751566657710187158e-01,3.739754777397384933e-01
-3.442072856111526580e-01,1.931067733098970618e-01
